text,sentiment,source,idiom,contrast_marker
"please god, not robin williams...",1,sarcasm_headlines,,
zoomed out: an #alohahuffpost roundup,1,sarcasm_headlines,,
weather channel destroys breitbart over bs climate change story,1,sarcasm_headlines,,
beyoncé's mom was afraid white people wouldn't 'get' coachella performance,1,sarcasm_headlines,,
breathe: raising the voice of justice,1,sarcasm_headlines,,
the corruption beneath cuomo's casino push,1,sarcasm_headlines,,
tampons and death threats: tackling transphobia and the period taboo,1,sarcasm_headlines,,
17-year-old snowboarder wins united states' first gold medal in pyeongchang,1,sarcasm_headlines,,
carl paladino's racist remarks could be the final straw for his hometown,1,sarcasm_headlines,,
vladimir putin suggests american hackers framed russia,1,sarcasm_headlines,,
dining out in dallas by john mariani,1,sarcasm_headlines,,
fox news stars at the gop convention really don't want to talk about roger ailes,1,sarcasm_headlines,,
here are the candidates voters think can actually win in november,1,sarcasm_headlines,,
woman plunges 6 feet down open new jersey cellar,1,sarcasm_headlines,,
donald trump uses fbi email announcement to attack hillary clinton in new ad,1,sarcasm_headlines,,
'apex legends' players finally getting good enough to make game impossible for average people to enjoy,0,sarcasm_headlines,,
what it's really like to have a miscarriage,1,sarcasm_headlines,,
don't passively online shame hurricane irma residents,1,sarcasm_headlines,,
how to write a thank you that gets you hired,1,sarcasm_headlines,,
speak up and give back if you want the economy to improve,1,sarcasm_headlines,,
the groundbreaking queer comedy series 'take my wife' is back,1,sarcasm_headlines,,
the one company elon musk wants to keep independent,1,sarcasm_headlines,,
banjo-wielding matt damon makes last-minute bid for best original song,0,sarcasm_headlines,,
nation longing for simpler time of knowing exactly who they wanted to kill and why,0,sarcasm_headlines,,
"blissed-out, hemp-wearing sean spicer assures reince priebus this the best thing that ever happened to him",0,sarcasm_headlines,,
huffpost hill - 'rand paul tongue guy' now a thing,1,sarcasm_headlines,,
how your credit card limit affects your ability to get a job,1,sarcasm_headlines,,
i wrote speeches for vice president biden. here's what it felt like.,1,sarcasm_headlines,,
fabled lost city of gold finally discovered off i-95 outside baltimore,0,sarcasm_headlines,,
is this black parenting magazine racist?,1,sarcasm_headlines,,
behind the scenes of an intricate fbi sting,1,sarcasm_headlines,,
inside the making of 'serial',1,sarcasm_headlines,,
taylor swift threw lorde a celeb-filled birthday party fit for royals,1,sarcasm_headlines,,
amazing 'human fly' lives off diet of garbage,0,sarcasm_headlines,,
my 8 favorite beauty products,1,sarcasm_headlines,,
what happened when my daughter asked for a bra,1,sarcasm_headlines,,
these 7 questions could determine whether your marriage will last or fail,1,sarcasm_headlines,,
perfect attendance credited to abusive household,0,sarcasm_headlines,,
check it out: giant pumpkin outweighs smart car,1,sarcasm_headlines,,
"dutch heath authorities to kill 8,000 ducks to prevent bird flu",1,sarcasm_headlines,,
grassroots activists are leading the way on the addiction crisis,1,sarcasm_headlines,,
trump's immigration proposals would change the identity of america,1,sarcasm_headlines,,
watch a young ryan gosling's mesmerizing dance moves,1,sarcasm_headlines,,
steve bannon suggests donald trump met with russians after don jr. did,1,sarcasm_headlines,,
secret australian government documents found in cabinets from secondhand store,1,sarcasm_headlines,,
nasa reveals plans for new rover,1,sarcasm_headlines,,
the transformation of justin bieber from a white youth to a black man,1,sarcasm_headlines,,
iran vows 'firm response' unless obama stops sanctions renewal,1,sarcasm_headlines,,
"widower strikes gold while gardening, finds missing wedding ring",1,sarcasm_headlines,,
"study finds placing one foot forward, then the other, remains best method of walking",0,sarcasm_headlines,,
12 baby names inspired by black stars who are making history,1,sarcasm_headlines,,
trump picks nikki haley for un ambassador,1,sarcasm_headlines,,
mccain: botched execution amounts to 'torture',1,sarcasm_headlines,,
this video of kourtney kardashian eating a kit kat bar is celeb culture run amok,1,sarcasm_headlines,,
these astronauts hugged it out in response to reporter's question about political tension,1,sarcasm_headlines,,
two very different closets: my life as the gay daughter of a u.s. spy,1,sarcasm_headlines,,
iranian president rouhani jabs hardliners in remarks about protests,1,sarcasm_headlines,,
actor nils hognestad performs in front of a live audience on some assembly required,1,sarcasm_headlines,,
"margaret atwood's advice for young feminists: 'be informed, be aware'",1,sarcasm_headlines,,
former senator to run pot company,1,sarcasm_headlines,,
desperate snl releases 'best of melanie hutsell' dvd,0,sarcasm_headlines,,
"move over 'hamilton,' d.c. just debuted 'trump'",1,sarcasm_headlines,,
"most of the world thinks trump is an arrogant, intolerant, dangerous leader",1,sarcasm_headlines,,
sh*t talk: everything you need to know about pooping at the office,1,sarcasm_headlines,,
12 history-making transgender politicians from around the world,1,sarcasm_headlines,,
spain's harsh crackdown draws worldwide attention to catalonia,1,sarcasm_headlines,,
banning one racist fan doesn't fix red sox racism,1,sarcasm_headlines,,
immigration legislation is dead -- now what?,1,sarcasm_headlines,,
jennifer lopez's new video is a sad premonition of the future of feminism,1,sarcasm_headlines,,
train crash in pakistan kills at least four and injures dozens,1,sarcasm_headlines,,
"justin trudeau continues to melt hearts, teaching son how to make s'mores",1,sarcasm_headlines,,
mike boggs' record catches up to him,1,sarcasm_headlines,,
newt gingrich defends donald trump by accusing megyn kelly of being obsessed with sex,1,sarcasm_headlines,,
tom price says insurers should 'dust off how they did business before obamacare',1,sarcasm_headlines,,
kesha emotionally admits new album is 'quite literally saving my life',1,sarcasm_headlines,,
dustin lance black calls 'bullsh*t' on hollywood's view of trans actors,1,sarcasm_headlines,,
"jon hendricks, legendary jazz and vocalese singer, dies at 96",1,sarcasm_headlines,,
a conversation with pavel durov,1,sarcasm_headlines,,
"yes, baby boomers, 2016 did have 7 bright spots",1,sarcasm_headlines,,
8 things the gop debate got wrong about abortion and planned parenthood,1,sarcasm_headlines,,
let's make tax reform a win for all,1,sarcasm_headlines,,
trump says he thought being president would be easier than his old life,1,sarcasm_headlines,,
jane seymour's secrets to feeling young after 50,1,sarcasm_headlines,,
drake hasn't even opened his restaurant and already threw a party there,1,sarcasm_headlines,,
jon huntsman accepts post as ambassador to russia,1,sarcasm_headlines,,
brock turner's mugshot is featured in a criminal justice textbook,1,sarcasm_headlines,,
donors giving to orlando victims' fund at a record rate,1,sarcasm_headlines,,
"news roundup for september 22, 2017",1,sarcasm_headlines,,
how meeting susan anspach completed the circle,1,sarcasm_headlines,,
boston must mull renaming iconic building to give civic dignity to blacks,1,sarcasm_headlines,,
caitlyn jenner isn't threatening your womanhood,1,sarcasm_headlines,,
why congress should 'fix nics' and reject the nra's so-called concealed carry 'reciprocity' bill,1,sarcasm_headlines,,
here's yet another way to get paid to travel this summer,1,sarcasm_headlines,,
not forgotten: the health and rights of rohingya women and girls,1,sarcasm_headlines,,
bayer offers to buy monsanto for $62 billion,1,sarcasm_headlines,,
the global empowerment of the next generation,1,sarcasm_headlines,,
the 7-year-old actress in 'the florida project' gives the year's best screen performance,1,sarcasm_headlines,,
jared kushner went to iraq and couldn't have looked more out of place,1,sarcasm_headlines,,
"nope, christian bale is not playing batman in 'batman v superman'",1,sarcasm_headlines,,
theater: nph is... wait for it... epic in 'hedwig;' daniel radcliffe is impressive in 'cripple;' 'the great immensity' isn't,1,sarcasm_headlines,,
man just wants one trip to laundromat where he doesn't meet perfect woman,0,sarcasm_headlines,,
huffpost hill - so hard to say good bayh,1,sarcasm_headlines,,
notes on a midwestern childhood as ferguson waits,1,sarcasm_headlines,,
8 crazy things that happen to your body when you have tons of sex,1,sarcasm_headlines,,
rebel wilson feels 'really lucky' to have her body type,1,sarcasm_headlines,,
satirical video highlights how white and male dominated hollywood truly is,1,sarcasm_headlines,,
man who enjoys popular rock songs discovers perfect radio station,0,sarcasm_headlines,,
house republicans vote to penalize local law enforcement over immigration policies,1,sarcasm_headlines,,
katsuya brentwood and beyond,1,sarcasm_headlines,,
sunday meal prep: the healthy recipes that'll make this week easier,1,sarcasm_headlines,,
18 things that whisk us back to the summers of our youth,1,sarcasm_headlines,,
"mother's day dinner: 10 easy, elegant recipes to wow mom",1,sarcasm_headlines,,
taylor hatala and larsen thompson 'run the world' with killer new dance routine,1,sarcasm_headlines,,
you may be funding the gun lobby without even knowing it,1,sarcasm_headlines,,
the health care fight is driving more democrats to run for office,1,sarcasm_headlines,,
"like, share and, now, shop on facebook",1,sarcasm_headlines,,
afghan boy who made a lionel messi jersey from a plastic bag finally meets his hero,1,sarcasm_headlines,,
women who love donald trump say he gets a bad rap from the media,1,sarcasm_headlines,,
an open letter to the republican leadership,1,sarcasm_headlines,,
9 excellent reads for labor day weekend,1,sarcasm_headlines,,
my niece has cancer and i'm ticked about it,1,sarcasm_headlines,,
sign of the times: local governments cross the line with signage restrictions,1,sarcasm_headlines,,
red chair wedding: 'the voice' bloodbath semifinals results,1,sarcasm_headlines,,
bejewel your cat's butt with twinkle tush,1,sarcasm_headlines,,
home invasion prompts neighbors to invest in security,1,sarcasm_headlines,,
"'no blue, no green' -- new sylvia earle film shows power of protecting our oceans",1,sarcasm_headlines,,
40 years on the fence,1,sarcasm_headlines,,
black women are the embodiment of black glory,1,sarcasm_headlines,,
"'i used food to make myself feel better, but i felt worse when i ate'",1,sarcasm_headlines,,
the catalan independence movement just scored a huge victory,1,sarcasm_headlines,,
nancy pelosi suggests donald trump get his mental health checked,1,sarcasm_headlines,,
an open letter to president trump on anti-semitism,1,sarcasm_headlines,,
what is a reverse mortgage?,1,sarcasm_headlines,,
how 3 badass women stopped an alleged rape attempt,1,sarcasm_headlines,,
monday's morning email: former u.s. attorney says trump fired him after missed call,1,sarcasm_headlines,,
baby goes all homer simpson while tasting bacon for the first time,1,sarcasm_headlines,,
twitter users taunt rudy giuliani over new role on trump legal team,1,sarcasm_headlines,,
selfie-hating photobomber gets treated to epic photoshop battle,1,sarcasm_headlines,,
'harlem shake' creators threaten legal action against fcc chairman ajit pai,1,sarcasm_headlines,,
lin-manuel miranda is raffling a 'hamilton' date to raise money for immigrants,1,sarcasm_headlines,,
these vertigo-inducing photographs will take your breath away,1,sarcasm_headlines,,
site 'liar liar trump on fire' gets creative with fact-checking the republican nominee,1,sarcasm_headlines,,
male writer outs female writer who wanted anonymity,1,sarcasm_headlines,,
the scientology-approved version of 'going clear' is a bit... different,1,sarcasm_headlines,,
nigeria's vote could mark turning point in country's history,1,sarcasm_headlines,,
what's it like being blind and gay? (video),1,sarcasm_headlines,,
everything you need to know about food and happiness,1,sarcasm_headlines,,
nikki haley called out for hypocrisy after refusing to house guantanamo detainees,1,sarcasm_headlines,,
volkswagen looks to settle criminal probe with fines up to $1.2 billion,1,sarcasm_headlines,,
grandparents' super sweet birthday serenade will make you tear up,1,sarcasm_headlines,,
psychologists push for smartphone warning labels,1,sarcasm_headlines,,
rare pokemon sparks massive stampede in taiwan,1,sarcasm_headlines,,
'quantico' star's ode to fried chicken will brighten your day,1,sarcasm_headlines,,
earth orbit: getting crowded... much faster,1,sarcasm_headlines,,
don't forget this when you feel overwhelmed,1,sarcasm_headlines,,
mariah carey rings in 2017 with painful lip sync fail on live tv,1,sarcasm_headlines,,
"if you don't think paul manafort can get trump elected, you don't know paul manafort",1,sarcasm_headlines,,
area man knows exactly which relatives would be problem if he ever came into money,0,sarcasm_headlines,,
bryan bishop talks outvets in boston's st. patrick's day parade and more (audio),1,sarcasm_headlines,,
"oregon lawmaker groped women at state capitol, report finds",1,sarcasm_headlines,,
"planned parenthood offers virtual visits, will deliver birth control to your door",1,sarcasm_headlines,,
ex-cop to stand trial in dashcam beating of unarmed motorist,1,sarcasm_headlines,,
is it just me or have kids become extra suave recently?,1,sarcasm_headlines,,
patton oswalt brings late wife's newly published book to her grave,1,sarcasm_headlines,,
"at philly's independence mall, pope francis offers his definition of religious freedom",1,sarcasm_headlines,,
11 ways to feel beautiful that will cost absolutely nothing,1,sarcasm_headlines,,
here's a delightfully awkward video about spending valentine's day alone,1,sarcasm_headlines,,
beloved mcdonald's fry cook honored with huge retirement party,1,sarcasm_headlines,,
the 10 best cities to throw a pool party,1,sarcasm_headlines,,
trump's daca decision turns its back on our nation's principles,1,sarcasm_headlines,,
"meet the girl reshaping little league, one 70 mph fastball at a time",1,sarcasm_headlines,,
9 stereotypes about sex work that have to stop,1,sarcasm_headlines,,
"the oldest of the old are actually fine with dying, study finds",1,sarcasm_headlines,,
'stranger things' season 2 trailer is an eleven out of ten,1,sarcasm_headlines,,
vlogger shamed in walmart fitting room because she might 'stretch' clothes,1,sarcasm_headlines,,
"the legend of goddess bunny, hollywood's forgotten, disabled, trans art star",1,sarcasm_headlines,,
lessons from losing a friend,1,sarcasm_headlines,,
truthful tuesday: the forgetful edition,1,sarcasm_headlines,,
"gold star family promised $25,000 by trump finally receives check in the mail",1,sarcasm_headlines,,
the best taxi and ride-hailing apps around the world,1,sarcasm_headlines,,
the bhikkunis: exploring the history of female monks in thailand,1,sarcasm_headlines,,
adorable cotton candy girl is the hero we all need right now,1,sarcasm_headlines,,
a lancet breakthrough: publishing about faith and health,1,sarcasm_headlines,,
russell simmons denies rape accusations with #notme,1,sarcasm_headlines,,
"so, tyler, the creator recorded bill nye's new theme song",1,sarcasm_headlines,,
netanyahu's legacy: a fractured israel and a divided america,1,sarcasm_headlines,,
"i'm all in for hillary clinton, my next president",1,sarcasm_headlines,,
christmas eve shooting kills 1 at louisiana mall,1,sarcasm_headlines,,
watch live: jen kirkman discusses her new book 'i know what i'm doing and other lies i tell myself',1,sarcasm_headlines,,
is justin bieber mocking kourtney kardashian's ex scott disick on instagram?,1,sarcasm_headlines,,
more than 50 tech companies take on trump's new travel ban,1,sarcasm_headlines,,
traveling in britain during a transit strike? log on to twitter.,1,sarcasm_headlines,,
i'm young and healthy: why do i need an advance health care directive?,1,sarcasm_headlines,,
u.s. state department: global terrorist attacks down 13 percent in 2015,1,sarcasm_headlines,,
bernie sanders has no time for chris cuomo asking about the 2020 election,1,sarcasm_headlines,,
joe scarborough says trump made rob porter 'the victim' in domestic abuse allegations,1,sarcasm_headlines,,
dog experiences best day of his life for 400th consecutive day,0,sarcasm_headlines,,
welcome to a new era of activism,1,sarcasm_headlines,,
video proves there are no 'routine' traffic stops for black people,1,sarcasm_headlines,,
"trump's army secretary pick is victim of 'gay gestapo,' right wing activists claim",1,sarcasm_headlines,,
fired u.s. attorney preet bharara said to have been investigating hhs secretary tom price,1,sarcasm_headlines,,
how do conservatives ignore trump's behavior?,1,sarcasm_headlines,,
top 10 reasons i'm glad i grew up without facebook,1,sarcasm_headlines,,
uber escalates war with regulators over self-driving cars,1,sarcasm_headlines,,
david blaine's attempt to catch a bullet in his mouth went painfully wrong,1,sarcasm_headlines,,
"'i am penguin, hear me squeak!' a bird speaks out from inside seaworld's 'antarctica'",1,sarcasm_headlines,,
"while most small towns languish, some flourish",1,sarcasm_headlines,,
why sex that's consensual can still be bad. and why we're not talking about it.,1,sarcasm_headlines,,
young frenchman identified as possible bomber in attack on bataclan concert hall,1,sarcasm_headlines,,
too big to eat,1,sarcasm_headlines,,
marriage confession: our 50 shades are more frayed than grey,1,sarcasm_headlines,,
how nick jonas' 'queer baiting' is really paying off,1,sarcasm_headlines,,
college costs are america's cruel graduation gift,1,sarcasm_headlines,,
andrew lincoln and his cue cards are back in 'love actually' reunion teaser,1,sarcasm_headlines,,
rubio's mysterious credit card data revealed,1,sarcasm_headlines,,
adam rippon is allowing america to love a (really) gay athlete,1,sarcasm_headlines,,
"a toe in the arctic ocean: canada's northwest territories on the looney front, part 2",1,sarcasm_headlines,,
man running toward departing train must have finally realized he loves her,0,sarcasm_headlines,,
"our smog standards are in jeopardy under trump, and we need to fight back",1,sarcasm_headlines,,
indiana jones leads cops on 100 mph chase,1,sarcasm_headlines,,
kickstarter aims to give book on black boy joy to public schools,1,sarcasm_headlines,,
road rage video shows driver crushing veteran's motorcycle with his car,1,sarcasm_headlines,,
the warwick rowers' calendar apparently deemed 'gay propaganda' in russia,1,sarcasm_headlines,,
10 days that shook the regressive world,1,sarcasm_headlines,,
the kind of risks that are really worth taking,1,sarcasm_headlines,,
"welcome to myanmar's (empty) capital city, president obama!",1,sarcasm_headlines,,
shaun white called out by accuser's lawyer for minimizing sexual harassment,1,sarcasm_headlines,,
trump's whole approach to health care boiled down to one tweet,1,sarcasm_headlines,,
what brexit can mean for travelers in the near future,1,sarcasm_headlines,,
how far will an uber driver go to get five stars from you?,1,sarcasm_headlines,,
watch live: cast of 'girls' dishes about new season,1,sarcasm_headlines,,
man regrets wasting money on college after failing to secure perfect dream life by 24,0,sarcasm_headlines,,
1-800-eat-shit finally publishes decades of reckless-driving data,0,sarcasm_headlines,,
things my dad never did,1,sarcasm_headlines,,
family of congressman glad he finally found outlet for his racism,0,sarcasm_headlines,,
perfect gentleman does not assault drunk woman,0,sarcasm_headlines,,
why being killed by a lightsaber would be so much worse in real life,1,sarcasm_headlines,,
john legend sends personal message to manchester victim's family,1,sarcasm_headlines,,
nicky romero's ultra evolution,1,sarcasm_headlines,,
what should i do if an employee is a liar?,1,sarcasm_headlines,,
12 ways to make your divorce as expensive as possible,1,sarcasm_headlines,,
extensive coral reef found hidden at the mouth of the amazon river,1,sarcasm_headlines,,
5 ways to get more out of your classes this fall,1,sarcasm_headlines,,
why stakes is too high to bother with white tears,1,sarcasm_headlines,,
dvd player in tesla raises questions in autopilot death,1,sarcasm_headlines,,
democrats agree to reopen government without protections for dreamers,1,sarcasm_headlines,,
"the first trailer for 'snowden,' starring joseph gordon-levitt, is practically a résumé",1,sarcasm_headlines,,
kim kardashian just wore her most confusing look yet,1,sarcasm_headlines,,
study proves exactly how gross bathroom hand dryers really are,1,sarcasm_headlines,,
"5 tv episodes that celebrate hanukkah, too",1,sarcasm_headlines,,
reddit bans page hosting celebrity nudes,1,sarcasm_headlines,,
malaysia arrests north korean man as row over kim jong nam's death escalates,1,sarcasm_headlines,,
"best, most original idea man's ever had returns 114,000 google search results",0,sarcasm_headlines,,
"australian lawmaker shoots opponents in campaign ad, draws ire after orlando",1,sarcasm_headlines,,
marilyn monroe's jfk birthday dress sells for an unbelievable sum,1,sarcasm_headlines,,
man reserving judgment on best actress nominees until looking at all 5 pictures,0,sarcasm_headlines,,
it's time for congress to join the fight against food waste,1,sarcasm_headlines,,
photos capturing string instrument movements are so stunning they look photoshopped,1,sarcasm_headlines,,
try to keep calm but k-pop band bts is getting a documentary series,1,sarcasm_headlines,,
lionel richie explains why he decided to adopt his daughter nicole,1,sarcasm_headlines,,
"u.s. swimmers should be charged for false testimony, vandalism: brazil police",1,sarcasm_headlines,,
"new study finds staring out from balcony with best friends strongest indicator that this your city, your time",0,sarcasm_headlines,,
can you spot what's wrong with the memphis grizzlies' valentine's day graphic?,1,sarcasm_headlines,,
woman finds imperfect mate at outlet mall,0,sarcasm_headlines,,
donald trump's ignorance extends to foreign affairs. that's a big problem.,1,sarcasm_headlines,,
"the u.s. under-invests in energy innovation, asserts former energy secretary ernest moniz",1,sarcasm_headlines,,
five lessons of being a multi-millionaire,1,sarcasm_headlines,,
embracing change in an uncertain climate,1,sarcasm_headlines,,
'game of thrones' fans excited to hear series will finally be over,0,sarcasm_headlines,,
this guy's rendition of adele's 'hello' is why the internet was created,1,sarcasm_headlines,,
donald trump triumphs in liberal vermont,1,sarcasm_headlines,,
area man urinating like it's the best thing ever to happen to him,0,sarcasm_headlines,,
last words: kimora blac reflects on her time on 'rupaul's drag race',1,sarcasm_headlines,,
denver mayor's son caught on tape berating cop as a 'faggot',1,sarcasm_headlines,,
florida sheriff rebukes nra spokeswoman who claims she's 'fighting' for shooting survivors,1,sarcasm_headlines,,
"the intersection of race, class and the constitution: kalief browder",1,sarcasm_headlines,,
the way you remember winters of yore is probably wrong,1,sarcasm_headlines,,
fda: juicy green apple conditioner best used with juicy green apple shampoo,0,sarcasm_headlines,,
bone broth: more important than a passing trend,1,sarcasm_headlines,,
shelter dog eating own shit not exactly doing itself any favors,0,sarcasm_headlines,,
10 of the best cyber monday tv deals you'll actually want to shop,1,sarcasm_headlines,,
former playboy model accuses oliver stone of groping her breast,1,sarcasm_headlines,,
judge agrees to hear resentencing motion in gay-bashing case,1,sarcasm_headlines,,
10 of the best beauty buys from sephora's vib spring sale,1,sarcasm_headlines,,
donald trump jr. just shared the weirdest picture of his dad,1,sarcasm_headlines,,
mass graves suggest systematic killing of rohingya in myanmar,1,sarcasm_headlines,,
psychiatrists call for special clinics to prescribe ketamine as anti-depressant,1,sarcasm_headlines,,
reflections of an alzheimer's spouse: anger,1,sarcasm_headlines,,
cambridge analytica founder once compared trump to hitler,1,sarcasm_headlines,,
house gop announces lawyer for obama lawsuit,1,sarcasm_headlines,,
north korea botches missile launch on founder's birthday,1,sarcasm_headlines,,
the smart way to sell your clothes on ebay,1,sarcasm_headlines,,
"immigrant detainees may be dying because of inadequate care, doctors say",1,sarcasm_headlines,,
south korea on heightened alert as north readies for army celebration,1,sarcasm_headlines,,
hilarious video shows 'how to bake easter cookies like a toddler',1,sarcasm_headlines,,
irish nun shows off silky soccer skills in heavenly kickabout with cop,1,sarcasm_headlines,,
let the children speak,1,sarcasm_headlines,,
3 proven ways for female entrepreneurs to turn a good idea into a good income,1,sarcasm_headlines,,
london replica goes up in flames on great fire's 350th anniversary,1,sarcasm_headlines,,
the funniest tweets from women this week,1,sarcasm_headlines,,
ryan lochte apologizes for behavior in rio,1,sarcasm_headlines,,
"women walk 100 miles to see pope francis, plead for immigration reform",1,sarcasm_headlines,,
study finds women who want abortions are often given misleading information,1,sarcasm_headlines,,
what german cities have learned from the front lines of the refugee response,1,sarcasm_headlines,,
physics teacher's car accident would've made perfect example for class,0,sarcasm_headlines,,
ex-new orleans cops plead guilty in post-katrina killings,1,sarcasm_headlines,,
"crayola unveils true-blue crayon, and you get the chance to name it",1,sarcasm_headlines,,
in defense of matt harvey,1,sarcasm_headlines,,
women's group uses drones to deliver abortion pills,1,sarcasm_headlines,,
rihanna's low-cut red gown is a wardrobe malfunction waiting to happen,1,sarcasm_headlines,,
woman feels like she's finally ready to start receiving unsolicited vulgar messages again,0,sarcasm_headlines,,
"burglary suspect falls through restaurant ceiling, ruins dinner",1,sarcasm_headlines,,
james blake says cop who slammed him 'doesn't deserve' to have badge,1,sarcasm_headlines,,
passenger ruins perfectly good windshield by flying through it,0,sarcasm_headlines,,
new video game technology finally allows rendering of smaller breasts,0,sarcasm_headlines,,
love your skin in your 50s and beyond,1,sarcasm_headlines,,
buick regal named best vehicle in class for idling outside off-track betting parlor,0,sarcasm_headlines,,
"'guitar hero' had a baby with your keyboard, and it's great",1,sarcasm_headlines,,
when is a religion 'extremist'?,1,sarcasm_headlines,,
brazil cities paralyzed by nationwide strike against austerity,1,sarcasm_headlines,,
justin trudeau is king of the political sock game no more,1,sarcasm_headlines,,
this timeout video is toddler angst at its finest,1,sarcasm_headlines,,
trump shifts to infrastructure as james comey prepares to testify,1,sarcasm_headlines,,
3 things you should always do before showering,1,sarcasm_headlines,,
top 5 bagel spots in nyc,1,sarcasm_headlines,,
"obama: families of gun violence victims don't care about politics, just change",1,sarcasm_headlines,,
saving the world's last 3 northern white rhino,1,sarcasm_headlines,,
older voters are suffering the greatest election stress. here's why.,1,sarcasm_headlines,,
why shrimp scampi has been on america's mind all week,1,sarcasm_headlines,,
police finally make breakthrough in decades-old marijuana possession cold case,0,sarcasm_headlines,,
disturbing fast food truth not exactly a game-changer for impoverished single mom of 3,0,sarcasm_headlines,,
let's change the conversation from climate change to 'shared benefits',1,sarcasm_headlines,,
states' rights rancher ryan bundy to run for nevada governor,1,sarcasm_headlines,,
what does it mean when we call women girls?,1,sarcasm_headlines,,
behold the first 'historically accurate' portrait of mr. darcy,1,sarcasm_headlines,,
what this ceo did proves that introverts make great leaders,1,sarcasm_headlines,,
cops accused of racism after detaining black man over 'vegetation',1,sarcasm_headlines,,
actors who have dated multiple costars,1,sarcasm_headlines,,
why drunk in love only works for beyonce and how it may be getting you in trouble,1,sarcasm_headlines,,
inside the senate's bipartisan move to gut post-crisis banking regulations,1,sarcasm_headlines,,
measles cases could triple even with just a small decline in vaccinations,1,sarcasm_headlines,,
why a bipartisan health care bill might make sense -- for republicans,1,sarcasm_headlines,,
philip morris says it's 'trying to give up cigarettes' in 2018,1,sarcasm_headlines,,
leaked powerpoint reveals the gas industry's playbook for waging pipeline fights,1,sarcasm_headlines,,
no one is talking about this terrible outcome of the gop health plan,1,sarcasm_headlines,,
the world bank's role in a bloody land war,1,sarcasm_headlines,,
donald trump's pre-super bowl interview ratings dismal compared to obama's. sad!,1,sarcasm_headlines,,
23 texts that sound sexy once you become a parent,1,sarcasm_headlines,,
intuition or ego? 3 simple steps to reach truth,1,sarcasm_headlines,,
does the internet really make bullying worse?,1,sarcasm_headlines,,
entitled deadbeat finally breaks out of 20-year cycle of government dependency,0,sarcasm_headlines,,
here is what no one says out loud about raising a 13-year-old son with autism,1,sarcasm_headlines,,
the internet is having a field day comparing justin bieber and orlando bloom's nude pics,1,sarcasm_headlines,,
rory feek says watching his daughter grow up better than a grammy win,1,sarcasm_headlines,,
tammy baldwin on rumors of anti-lgbtq executive order: where's ivanka now?,1,sarcasm_headlines,,
watch live: music producer jermaine dupri talks new show,1,sarcasm_headlines,,
"a celebrity's outlandish interior design request, from mark cutler (video)",1,sarcasm_headlines,,
"men break down watching footage of female genital mutilation, vow to speak out against practice",1,sarcasm_headlines,,
exhausted olympian finally decides to rent pyeongchang hotel room instead of flying home to america each night,0,sarcasm_headlines,,
first nighter: choreographer christopher wheeldon sparks the gershwins' 'an american in paris',1,sarcasm_headlines,,
tv agent olivia metzger is parting ways with the creative artists agency,1,sarcasm_headlines,,
potential trump attorney general created a muslim registry during the bush administration,1,sarcasm_headlines,,
the secret to the best barbecue,1,sarcasm_headlines,,
"paris terror harms france, islam, and the world",1,sarcasm_headlines,,
6 things no one tells women about their weight loss journey,1,sarcasm_headlines,,
mitch mcconnell rules out 'lame duck' action on supreme court,1,sarcasm_headlines,,
new type of moon rock discovered by china's yutu lunar rover,1,sarcasm_headlines,,
trump's evangelical advisors urged him to protect dreamers,1,sarcasm_headlines,,
is under armour copying nike's playbook?,1,sarcasm_headlines,,
'98 oscar mayer wienermobile car & driver's 10 best wienermobiles list,0,sarcasm_headlines,,
celeb men are leading a male mental health revolution,1,sarcasm_headlines,,
carrie underwood gives fans an update on her face after getting 50 stitches,1,sarcasm_headlines,,
"my parents know all about my sex life, and it's awkward",1,sarcasm_headlines,,
friday's morning email: hope is fading in puerto rico over the government response,1,sarcasm_headlines,,
cooking off the cuff: mushrooms make the meatloaf (duck doesn't hurt either),1,sarcasm_headlines,,
"if you want to read this book, you'll have to buy an ipad",1,sarcasm_headlines,,
historic opportunity for the 45th president of the united states,1,sarcasm_headlines,,
donald trump's economic team continues to align with his billionaire hedge fund adviser,1,sarcasm_headlines,,
suborbital ballistic-propulsion engineer not exactly a rocket scientist,0,sarcasm_headlines,,
my secret money life: i helped bankroll my brother -- and came to regret it,1,sarcasm_headlines,,
trump refers to immigrants as 'animals.' again.,1,sarcasm_headlines,,
how do i make my 4-month-old fall in love with reading?,1,sarcasm_headlines,,
the end of shared sacrifice set in stone: yale as metaphor,1,sarcasm_headlines,,
16 days of activism: combating the global scourge of child marriage,1,sarcasm_headlines,,
reform jews poised to pass transgender resolution,1,sarcasm_headlines,,
bruno mars reportedly offered halftime spot for super bowl 50,1,sarcasm_headlines,,
bannon's cyst finally ruptures,0,sarcasm_headlines,,
'the interview' has made $31 million in online & vod sales thus far,1,sarcasm_headlines,,
even the duchess likes a good deal,1,sarcasm_headlines,,
on the ground of standing rock,1,sarcasm_headlines,,
the troubling connection between anger management problems and gun access,1,sarcasm_headlines,,
florida paper pushes for bike safety with aggressive reporting,1,sarcasm_headlines,,
how real estate players are bracing for the l train shutdown,1,sarcasm_headlines,,
the limits of corporate citizenship: why walgreen shouldn't be allowed to influence u.s. politics if it becomes swiss,1,sarcasm_headlines,,
"mother on trial for hitting, pinching toddler during long flight",1,sarcasm_headlines,,
